id	duration	bitrate	bitrate(video)	height	width	frame rate	frame rate(est.)	codec	category	url
SQ_F-B3DaCo	136	1264	1179	854	480	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=44&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=32A5B6979C54482430CF6C6CE38F5923815E3103.26D60ED12B054D232C299BE1B2EA3E29C8F6F341
SQ_F-B3DaCo	136	938	820	640	360	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&mt=1377888829&expire=1377911068&id=490fc5f81dc3682a&upn=09DVgOjkjfE&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Csource%2Cupn%2Cexpire&burst=40&key=yt1&factor=1.25&ipbits=8&ip=86.50.94.176&itag=34&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=3B2D31C732B4A0DDB86B8037E9F177361A50A747.9461B36B8BF69D569EF4F7FCA46177404094523B&ratebypass=yes
SQ_F-B3DaCo	136	738	640	640	360	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=18&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=39B6789118B2D159F88BFB69828D1E8929D98540.2432C8BE168A9026719F056CB364656AA08FE9DA
SQ_F-B3DaCo	136	915	640	640	360	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=43&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=67AE8EA9E5337D23D87D0CD8D0F7485528116113.3974C1B270660005F1547AFD948E913AA4110CA6
SQ_F-B3DaCo	136	358	293	426	240	29.97	29.97	flv1	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&mt=1377888829&expire=1377911068&id=490fc5f81dc3682a&upn=09DVgOjkjfE&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Csource%2Cupn%2Cexpire&burst=40&key=yt1&factor=1.25&ipbits=8&ip=86.50.94.176&itag=5&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=64161A52F0F6F09CE285A358516CE852884A3A00.259F3CEB4EE6E212AEA9FBDFC0BEA8F81645E6E6&ratebypass=yes
SQ_F-B3DaCo	136	80	55	176	144	12	12	mpeg4	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&mt=1377888829&expire=1377911068&id=490fc5f81dc3682a&upn=09DVgOjkjfE&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Csource%2Cupn%2Cexpire&burst=40&key=yt1&factor=1.25&ipbits=8&ip=86.50.94.176&itag=17&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=CA7BFC668EE993D3ECD85132597D6D60D4C0CB73.D8E1A5CC5343B3160C39FF74D8C001BD8F72741A&ratebypass=yes
MpYZ-dszuPo	437	693	592	568	320	29.97	0	h264	Howto & Style	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&upn=mIAjLDj7NiE&expire=1377911342&key=yt1&ip=86.50.94.176&burst=40&ipbits=8&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&source=youtube&id=329619f9db33b8fa&ms=au&mt=1377888829&mv=m&itag=34&sver=3&cp=U0hWTFlMT19JTENONl9RRlNEOm9lRTBNY2pJUmh1&fexp=919120%2C932243%2C900339%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=6022E03B23EE6CD6879EE2E01E73977D6D818ACF.D066497BB2EDCB63757EAA8802E276E2B6F99971&ratebypass=yes
MpYZ-dszuPo	437	682	601	568	320	29.97	30	h264	Howto & Style	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?upn=mIAjLDj7NiE&expire=1377911342&key=yt1&ip=86.50.94.176&ratebypass=yes&ipbits=8&mv=m&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&source=youtube&id=329619f9db33b8fa&ms=au&mt=1377888829&itag=18&sver=3&cp=U0hWTFlMT19JTENONl9RRlNEOm9lRTBNY2pJUmh1&fexp=919120%2C932243%2C900339%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=73EB83FE7A043DE922339D3B5F072663BECADB7A.8BF78ACA73EF7F4832484A2114E5F92E572F3AD8
MpYZ-dszuPo	437	759	601	568	320	30	30	vp8	Howto & Style	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?upn=mIAjLDj7NiE&expire=1377911342&key=yt1&ip=86.50.94.176&ratebypass=yes&ipbits=8&mv=m&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&source=youtube&id=329619f9db33b8fa&ms=au&mt=1377888829&itag=43&sver=3&cp=U0hWTFlMT19JTENONl9RRlNEOm9lRTBNY2pJUmh1&fexp=919120%2C932243%2C900339%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=3CCF6F5B239CD50179979F39F3ED98B54C97A7A6.45B1B4CABE6DBD0BD5A25C1F3695F629F7CE51A5
MpYZ-dszuPo	437	358	294	400	226	29.97	30	flv1	Howto & Style	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&upn=mIAjLDj7NiE&expire=1377911342&key=yt1&ip=86.50.94.176&burst=40&ipbits=8&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&source=youtube&id=329619f9db33b8fa&ms=au&mt=1377888829&mv=m&itag=5&sver=3&cp=U0hWTFlMT19JTENONl9RRlNEOm9lRTBNY2pJUmh1&fexp=919120%2C932243%2C900339%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=D5ADA813DF5EDD69857E49B99E9EA3D8B3FA53E1.74FD4E1668A1C30310C5CC1B2E9E522F5D74C982&ratebypass=yes
MpYZ-dszuPo	437	86	54	176	144	12	12	mpeg4	Howto & Style	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&upn=mIAjLDj7NiE&expire=1377911342&key=yt1&ip=86.50.94.176&burst=40&ipbits=8&factor=1.25&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&source=youtube&id=329619f9db33b8fa&ms=au&mt=1377888829&mv=m&itag=17&sver=3&cp=U0hWTFlMT19JTENONl9RRlNEOm9lRTBNY2pJUmh1&fexp=919120%2C932243%2C900339%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=B4F3FD21AE8F11BB15B391C06ACFDAEE7DB66B04.8AFC8641A57DD2C3C51AA757DD43CF7D29C1FE7C&ratebypass=yes
54kE-lF8gOY	297	3905	3756	1920	1080	29.97	29.97	h264	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=37&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=61DA42F4F10A6F76869A3BE22019E9710B5FC3B3.BB8D95BAD8D42E6306BA941526519D414A1CC50D
54kE-lF8gOY	297	3062	3756	1920	1080	29.97	29.97	vp8	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=46&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=148E17671EE2FBABFD87081D84949009ABDD642E.8ABA09BF1422371ADD13D0430B972AC768F06AD0
54kE-lF8gOY	297	1596	1447	1280	720	29.97	29.97	h264	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=22&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=82190A7BC062AC58A20429C5B338CB04EE0F1C3D.1359A4D888A20306C381E8344787BB4B8B2D4CEF
54kE-lF8gOY	297	1443	1447	1280	720	29.97	29.97	vp8	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=45&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=C1CE30411B845A9D3AF0CB0C8AE13953C00531BA.5E67FF0C95B35B77DB951230259C91EDEC1E472A
54kE-lF8gOY	297	615	494	854	480	29.97	29.97	h264	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=35&algorithm=throttle-factor&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ipbits=8&factor=1.25&key=yt1&expire=1377909403&ip=86.50.94.176&source=youtube&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&ms=au&burst=40&signature=92A65E5C9C7671DB69462C319F081C2420EB7BD8.8B7CF36B60856A905EA37F39C4FD51ADBC4DFB5C&ratebypass=yes
54kE-lF8gOY	297	630	494	854	480	29.97	29.97	vp8	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=44&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=9322618FB754639923FC6FF3C18EF3157B3E0D86.92F8003204B8302788AC8BD1E655900215C87A86
54kE-lF8gOY	297	448	323	640	360	29.97	29.97	h264	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=34&algorithm=throttle-factor&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ipbits=8&factor=1.25&key=yt1&expire=1377909403&ip=86.50.94.176&source=youtube&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&ms=au&burst=40&signature=7F09F8237FAC5BCDF07899F89029B053DD8473F3.D21D1E38BDF5F26EC1D020E6D3D618CA83883F7B&ratebypass=yes
54kE-lF8gOY	297	410	315	640	360	29.97	29.97	h264	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=18&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=1C2DFEC96E0088E0BD4CDD1CC16B43982E89DC43.C2352321C39273D3703986BAB5C952369CAB6B8B
54kE-lF8gOY	297	461	315	640	360	29.97	29.97	vp8	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=43&ms=au&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ip=86.50.94.176&key=yt1&expire=1377909403&ipbits=8&source=youtube&ratebypass=yes&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&signature=C7CA54423AD6ED2CD11CD98B9DA37EE80024D06B.D89DDA0958743DC7DAAEDE24164E053C5B68D763
54kE-lF8gOY	297	348	282	426	240	29.97	29.97	flv1	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=5&algorithm=throttle-factor&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ipbits=8&factor=1.25&key=yt1&expire=1377909403&ip=86.50.94.176&source=youtube&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&ms=au&burst=40&signature=A84BE9622FB88D0FF59AD859922588F1CE3AD83E.09F2D6D80B5DD460D396C24DE87BB9B95AF32E65&ratebypass=yes
54kE-lF8gOY	297	81	56	176	144	12	12	mpeg4	Nonprofits & Activis	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=17&algorithm=throttle-factor&fexp=900064%2C902546%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C912909%2C920302%2C906842%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mt=1377888829&upn=0hhcBcry7sY&sver=3&ipbits=8&factor=1.25&key=yt1&expire=1377909403&ip=86.50.94.176&source=youtube&mv=m&id=e78904fa517c80e6&cp=U0hWTFlLV19FTUNONl9RRUFFOlh2cFFBa1Byb0dm&ms=au&burst=40&signature=82BB99A8E7348951B9FB408150AD15A1D8BBD732.81999D95FB3F022E0899F0DC39DF4C9DF1B09AF6&ratebypass=yes
rhIY-6Pjv3I	49	489	396	480	270	24	0	h264	Autos & Vehicles	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=34&sver=3&mv=m&ms=au&factor=1.25&key=yt1&upn=ex78VGD0hNc&mt=1377888829&id=ae1218fba3e3bf72&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&cp=U0hWTFlMTl9IUENONl9RRlJIOlN6NnRVUG1WakVT&ipbits=8&burst=40&algorithm=throttle-factor&expire=1377910736&fexp=903309%2C927606%2C922218%2C909932%2C921718%2C916624%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C932211%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ip=86.50.94.176&signature=5BE0FEB55F426A7858B95144DC8D377F1367C6B2.1D8D9178011D47D85F5D6179A5955CAC326FD0F9&ratebypass=yes
rhIY-6Pjv3I	49	511	416	480	270	24	24	h264	Autos & Vehicles	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=18&sver=3&mt=1377888829&ratebypass=yes&mv=m&ms=au&cp=U0hWTFlMTl9IUENONl9RRlJIOlN6NnRVUG1WakVT&key=yt1&upn=ex78VGD0hNc&id=ae1218fba3e3bf72&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&expire=1377910736&fexp=903309%2C927606%2C922218%2C909932%2C921718%2C916624%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C932211%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ip=86.50.94.176&source=youtube&signature=2504C29604E2AF346E2D8D455E3FCAC9235AE6D9.B0FA92A9DC3583EFC5B72FBA8BB43D9385CDB24A
